ID,bgnDt,endDt,Duration,Volume,Peak,AvQ,POT
775,3/24/1974,4/8/1974,16,2123.3,500,132.70625,3.767720058
777,4/10/1974,4/28/1974,19,374.1,199,19.68947368,10.10692328
779,4/30/1974,5/29/1974,30,5140,1230,171.3333333,7.178988327
781,5/31/1974,6/25/1974,26,494.6,89,19.02307692,4.678528104
783,6/27/1974,7/29/1974,33,1232.4,95,37.34545455,2.543816943
785,7/31/1974,8/20/1974,21,1989.8,644,94.75238095,6.796662981
787,8/22/1974,9/9/1974,19,899.7,203,47.35263158,4.28698455
789,9/11/1974,10/12/1974,32,20921,4710,653.78125,7.204244539
791,10/14/1974,10/26/1974,13,533,167,41,4.073170732
793,10/28/1974,11/22/1974,26,17066,2120,656.3846154,3.229813665
795,11/24/1974,12/4/1974,11,6148,1500,558.9090909,2.68379961
797,12/6/1974,12/28/1974,23,14322,1920,622.6956522,3.083368245
799,12/30/1974,1/16/1975,18,2551,325,141.7222222,2.293218346
801,1/18/1975,1/29/1975,12,1765,320,147.0833333,2.175637394
803,2/1/1975,3/1/1975,29,8461.1,2000,291.762069,6.854900663
805,3/4/1975,3/11/1975,8,99.6,20,12.45,1.606425703
807,3/13/1975,4/6/1975,25,3172,1000,126.88,7.881462799
809,4/8/1975,4/27/1975,20,24924,3460,1246.2,2.776440379
811,4/29/1975,5/7/1975,9,2135,622,237.2222222,2.622014052
813,5/9/1975,5/22/1975,14,1948,412,139.1428571,2.960985626
815,5/24/1975,6/8/1975,16,8922,1850,557.625,3.317641784
817,6/10/1975,6/24/1975,15,5602,1340,373.4666667,3.588004284
819,6/26/1975,7/9/1975,14,1905,342,136.0714286,2.513385827
821,7/11/1975,8/20/1975,41,3794,302,92.53658537,3.263574064
823,8/22/1975,9/13/1975,23,706,58,30.69565217,1.889518414
825,9/15/1975,9/30/1975,16,323,46,20.1875,2.278637771
827,10/2/1975,10/7/1975,6,87,17,14.5,1.172413793
829,10/9/1975,11/15/1975,38,3731.8,682,98.20526316,6.944637976
831,11/18/1975,11/27/1975,10,78.9,15,7.89,1.901140684
833,11/29/1975,12/13/1975,15,154,30,10.26666667,2.922077922
835,12/15/1975,12/22/1975,8,68.5,18,8.5625,2.102189781
837,12/24/1975,1/16/1976,24,3045.9,877,126.9125,6.910272826
839,1/19/1976,3/2/1976,44,407.9,72,9.270454545,7.766609463
841,3/6/1976,4/2/1976,28,565.8,154,20.20714286,7.621067515
843,4/4/1976,4/13/1976,10,144.8,36,14.48,2.486187845
845,4/16/1976,5/5/1976,20,563.6,123,28.18,4.364797729
847,5/7/1976,5/22/1976,16,1195.8,429,74.7375,5.740090316
849,5/25/1976,6/20/1976,27,7624.6,1960,282.3925926,6.940691971
851,6/22/1976,8/10/1976,50,5658.5,522,113.17,4.612529822
853,8/12/1976,8/28/1976,17,318.8,74,18.75294118,3.946047679
855,8/30/1976,9/17/1976,19,4902.1,3080,258.0052632,11.93774097
857,9/19/1976,10/12/1976,24,4287,1050,178.625,5.878236529
859,10/14/1976,11/16/1976,34,9169,1340,269.6764706,4.968917003
861,11/18/1976,12/3/1976,16,1601,258,100.0625,2.578388507
863,12/5/1976,12/31/1976,27,22200,1970,822.2222222,2.395945946
865,1/2/1977,1/28/1977,27,4415,808,163.5185185,4.941336353
867,1/30/1977,3/22/1977,52,8672.4,1780,166.7769231,10.67293944
869,3/24/1977,4/14/1977,22,632.9,85,28.76818182,2.954653184
871,4/16/1977,5/18/1977,33,16980,2730,514.5454545,5.30565371
873,5/21/1977,6/8/1977,19,397.8,64,20.93684211,3.056812469
875,6/10/1977,7/1/1977,22,2317,1370,105.3181818,13.00820026
877,7/3/1977,8/4/1977,33,793.4,60,24.04242424,2.495588606
879,8/6/1977,9/4/1977,30,397.3,45,13.24333333,3.397936068
881,9/6/1977,10/29/1977,54,2170.5,266,40.19444444,6.617829993
883,10/31/1977,11/18/1977,19,490.4,139,25.81052632,5.385399674
885,11/20/1977,11/25/1977,6,106.4,54,17.73333333,3.045112782
887,11/28/1977,12/8/1977,11,288.5,93,26.22727273,3.54592721
889,12/10/1977,12/10/1977,1,7.9,7.9,7.9,1
891,12/13/1977,12/25/1977,13,390.6,113,30.04615385,3.760880696
893,12/27/1977,2/5/1978,41,10797.2,1740,263.3463415,6.607268551
895,2/7/1978,3/26/1978,48,7742.8,1250,161.3083333,7.74913468
897,3/28/1978,4/4/1978,8,75.6,11,9.45,1.164021164
899,4/7/1978,4/27/1978,21,224.8,15,10.7047619,1.401245552
901,4/29/1978,6/25/1978,58,15676.4,3860,270.2827586,14.2813401
903,6/27/1978,7/8/1978,12,382,47,31.83333333,1.476439791
905,7/10/1978,8/16/1978,38,1464,140,38.52631579,3.633879781
907,8/21/1978,10/18/1978,59,6065,792,102.7966102,7.704534213
909,10/20/1978,10/31/1978,12,125,18,10.41666667,1.728
911,11/2/1978,12/25/1978,54,10770.2,1450,199.4481481,7.27005998
913,12/27/1978,1/17/1979,22,17500,2380,795.4545455,2.992
915,1/19/1979,2/1/1979,14,19511,4100,1393.642857,2.941930193
917,2/3/1979,2/15/1979,13,14843,2980,1141.769231,2.609984504
919,2/17/1979,3/17/1979,29,3136,427,108.137931,3.948660714
921,3/19/1979,3/29/1979,11,3145,712,285.9090909,2.490302067
923,3/31/1979,4/16/1979,17,8673,2070,510.1764706,4.057419578
925,4/18/1979,4/27/1979,10,15389,2700,1538.9,1.754499968
927,4/29/1979,5/17/1979,19,7541,1510,396.8947368,3.804535208
929,5/20/1979,6/22/1979,34,19371,2190,569.7352941,3.843890352
931,6/25/1979,8/12/1979,49,7439,1040,151.8163265,6.850383116
933,8/14/1979,8/23/1979,10,613,193,61.3,3.148450245
935,8/25/1979,9/15/1979,22,1233,417,56.04545455,7.440389294
937,9/17/1979,10/16/1979,30,24414,4210,813.8,5.173261244
939,10/18/1979,11/15/1979,29,2789,642,96.17241379,6.675510936
941,11/17/1979,12/10/1979,24,10174,2010,423.9166667,4.741497936
943,12/12/1979,12/27/1979,16,6765,1700,422.8125,4.020694752
945,12/29/1979,1/15/1980,18,1784,389,99.11111111,3.924887892
947,1/17/1980,2/6/1980,21,15434,3150,734.952381,4.285991966
949,2/8/1980,3/24/1980,46,11906,2360,258.826087,9.118091718
951,3/26/1980,4/21/1980,27,3710,865,137.4074074,6.295148248
953,4/25/1980,5/11/1980,17,854,132,50.23529412,2.62763466
955,5/13/1980,6/6/1980,25,8203,1630,328.12,4.967694746
957,6/9/1980,6/25/1980,17,1038,264,61.05882353,4.323699422
959,6/27/1980,7/4/1980,8,97,13,12.125,1.072164948
961,7/7/1980,8/12/1980,37,1133,231,30.62162162,7.54368932
963,8/14/1980,8/18/1980,5,170,91,34,2.676470588
965,8/20/1980,10/9/1980,51,4341,653,85.11764706,7.671734623
967,10/11/1980,11/20/1980,41,11614,2140,283.2682927,7.554675392
969,11/22/1980,1/13/1981,53,2525,415,47.64150943,8.710891089
971,1/19/1981,2/3/1981,16,2624,800,164,4.87804878
973,2/5/1981,2/17/1981,13,651,150,50.07692308,2.995391705
975,2/19/1981,3/23/1981,33,1429,429,43.3030303,9.906927922
977,3/29/1981,4/13/1981,16,241,44,15.0625,2.921161826
979,4/18/1981,5/1/1981,14,2636,677,188.2857143,3.595599393
981,5/3/1981,5/28/1981,26,11030,2920,424.2307692,6.883046238
983,5/30/1981,7/2/1981,34,11348,1200,333.7647059,3.595347198
985,7/4/1981,8/8/1981,36,9460,1700,262.7777778,6.469344609
987,8/10/1981,9/30/1981,52,15794,5730,303.7307692,18.86539192
989,10/3/1981,10/25/1981,23,1913,373,83.17391304,4.484579195
991,10/27/1981,11/27/1981,32,1656,427,51.75,8.251207729
993,11/29/1981,1/8/1982,41,5335,1370,130.1219512,10.52858482
995,1/10/1982,1/25/1982,16,523,143,32.6875,4.374760994
997,1/29/1982,2/18/1982,21,723,147,34.42857143,4.269709544
999,2/20/1982,3/10/1982,19,756,211,39.78947368,5.302910053
1001,3/12/1982,3/12/1982,1,17,17,17,1
1003,3/14/1982,3/15/1982,2,35,18,17.5,1.028571429
1005,3/17/1982,3/17/1982,1,17,17,17,1
1007,3/19/1982,3/19/1982,1,17,17,17,1
1009,3/21/1982,4/6/1982,17,596,112,35.05882353,3.194630872
1011,4/9/1982,5/3/1982,25,2281,298,91.24,3.266111355
1013,5/6/1982,6/7/1982,33,24109,3830,730.5757576,5.242440582
1015,6/9/1982,7/2/1982,24,706,129,29.41666667,4.385269122
1017,7/4/1982,7/8/1982,5,142,58,28.4,2.042253521
1019,7/12/1982,7/27/1982,16,523,87,32.6875,2.661567878
1021,7/29/1982,8/5/1982,8,657,416,82.125,5.065449011
1023,8/7/1982,8/20/1982,14,1082,333,77.28571429,4.308687616
1025,8/22/1982,8/27/1982,6,105,18,17.5,1.028571429
1027,8/29/1982,9/1/1982,4,75,20,18.75,1.066666667
1029,9/3/1982,9/8/1982,6,174,58,29,2
1031,9/10/1982,9/10/1982,1,17,17,17,1
1033,9/12/1982,10/25/1982,44,3599,1200,81.79545455,14.67074187
1035,10/27/1982,11/14/1982,19,1382,439,72.73684211,6.035455861
1037,11/16/1982,12/9/1982,24,19929,1970,830.375,2.372422098
1039,12/11/1982,12/23/1982,13,2647,549,203.6153846,2.696259917
1041,12/25/1982,1/15/1983,22,3656,436,166.1818182,2.623632385
1043,1/18/1983,1/29/1983,12,2471,550,205.9166667,2.670983408
1045,1/31/1983,3/14/1983,43,15370,2260,357.4418605,6.322706571
1047,3/16/1983,4/28/1983,44,8930,1540,202.9545455,7.587905935
1049,4/30/1983,5/6/1983,7,152,31,21.71428571,1.427631579
1051,5/8/1983,6/9/1983,33,24562,5060,744.3030303,6.798306327
1053,6/11/1983,7/3/1983,23,5487,854,238.5652174,3.579733917
1055,7/5/1983,7/6/1983,2,30,15,15,1
1057,7/8/1983,7/11/1983,4,56,14,14,1
1059,7/13/1983,8/1/1983,20,7667,2010,383.35,5.243250293
1061,8/3/1983,9/13/1983,42,16339,3570,389.0238095,9.176816207
1063,9/15/1983,10/7/1983,23,5969,1350,259.5217391,5.201876361
1065,10/9/1983,10/28/1983,20,835,80,41.75,1.916167665
1067,10/30/1983,10/30/1983,1,22,22,22,1
1069,11/1/1983,11/12/1983,12,853,350,71.08333333,4.923798359
1071,11/14/1983,11/14/1983,1,18,18,18,1
1073,11/19/1983,1/7/1984,50,7095,908,141.9,6.398872445
1075,1/9/1984,1/21/1984,13,1228,584,94.46153846,6.182410423
1077,1/23/1984,2/7/1984,16,1411,372,88.1875,4.218284904
1079,2/9/1984,3/10/1984,31,5085,721,164.0322581,4.395476893
1081,3/12/1984,4/5/1984,25,3390,595,135.6,4.387905605
1083,4/7/1984,5/9/1984,33,1240,379,37.57575758,10.08629032
1085,5/11/1984,5/31/1984,21,2614,634,124.4761905,5.093343535
1087,6/2/1984,6/15/1984,14,737,217,52.64285714,4.122116689
1089,6/17/1984,7/13/1984,27,1423,411,52.7037037,7.798313422
1091,7/18/1984,8/17/1984,31,2479,437,79.96774194,5.464703509
1093,8/20/1984,8/20/1984,1,18,18,18,1
1095,8/22/1984,8/28/1984,7,212,58,30.28571429,1.91509434
1097,8/30/1984,9/12/1984,14,426,102,30.42857143,3.352112676
1099,9/14/1984,10/3/1984,20,1090,227,54.5,4.165137615
1101,10/5/1984,11/12/1984,39,17079,4590,437.9230769,10.48129282
1103,11/14/1984,12/2/1984,19,1163,243,61.21052632,3.969905417
1105,12/4/1984,12/14/1984,11,610,123,55.45454545,2.218032787
1107,12/16/1984,1/25/1985,41,2662,262,64.92682927,4.035311796
1109,1/27/1985,2/5/1985,10,631,112,63.1,1.77496038
1111,2/10/1985,2/21/1985,12,5106,1950,425.5,4.582843713
1113,2/23/1985,3/12/1985,18,6311,1000,350.6111111,2.85216289
1115,3/14/1985,4/8/1985,26,8667,1990,333.3461538,5.969770393
1117,4/10/1985,4/18/1985,9,785,372,87.22222222,4.264968153
1119,4/20/1985,5/26/1985,37,2226,260,60.16216216,4.32165319
1121,5/28/1985,7/1/1985,35,7728,1420,220.8,6.43115942
1123,7/3/1985,7/12/1985,10,1320,379,132,2.871212121
1125,7/14/1985,8/9/1985,27,1712,321,63.40740741,5.0625
1127,8/12/1985,8/17/1985,6,323,102,53.83333333,1.894736842
1129,8/19/1985,8/27/1985,9,439,157,48.77777778,3.218678815
1131,8/29/1985,9/18/1985,21,1032,160,49.14285714,3.255813953
1133,9/20/1985,9/21/1985,2,47,24,23.5,1.021276596
1135,9/23/1985,10/8/1985,16,1426.9,471,89.18125,5.281379214
1137,10/10/1985,10/26/1985,17,3999.3,886,235.2529412,3.766159078
1139,10/28/1985,11/9/1985,13,1505,376,115.7692308,3.247840532
1141,11/11/1985,11/21/1985,11,2019.7,428,183.6090909,2.331039263
1143,11/23/1985,12/9/1985,17,15805.3,2860,929.7235294,3.076183306
1145,12/11/1985,1/30/1986,51,9991.9,1710,195.9196078,8.728069736
1147,2/1/1986,2/28/1986,28,4847.1,1150,173.1107143,6.643147449
1149,3/2/1986,3/27/1986,26,911.8,191,35.06923077,5.446369818
1151,3/29/1986,4/24/1986,27,867.3,216,32.12222222,6.724316845
1153,4/26/1986,5/12/1986,17,921.3,226,54.19411765,4.170194291
1155,5/14/1986,7/4/1986,52,18599.3,1690,357.6788462,4.724909002
1157,7/6/1986,7/12/1986,7,350.1,132,50.01428571,2.63924593
1159,7/14/1986,8/2/1986,20,579.4,41.7,28.97,1.43942009
1161,8/4/1986,8/18/1986,15,563.6,94.2,37.57333333,2.507097232
1163,8/20/1986,8/29/1986,10,753.2,223,75.32,2.960701009
1165,8/31/1986,9/17/1986,18,2794.5,657,155.25,4.231884058
1167,9/19/1986,10/3/1986,15,1341.5,301,89.43333333,3.365635483
1169,10/5/1986,10/31/1986,27,6217.8,2070,230.2888889,8.988709833
1171,11/2/1986,11/21/1986,20,1055.8,176,52.79,3.333964766
1173,11/23/1986,12/7/1986,15,4298.6,865,286.5733333,3.018424603
1175,12/9/1986,1/14/1987,37,19234.6,2410,519.8540541,4.635916525
1177,1/16/1987,2/2/1987,18,5226.9,1040,290.3833333,3.581472766
1179,2/4/1987,4/3/1987,59,9132.7,1230,154.7915254,7.94617145
1181,4/5/1987,4/14/1987,10,305.5,97.7,30.55,3.198036007
1183,4/16/1987,5/25/1987,40,2547,302,63.675,4.742834707
1185,5/29/1987,6/27/1987,30,26260,2930,875.3333333,3.347296268
1187,6/29/1987,8/21/1987,54,7579,1170,140.3518519,8.33619211
1189,8/23/1987,8/25/1987,3,79,27,26.33333333,1.025316456
1191,8/27/1987,9/9/1987,14,814,230,58.14285714,3.955773956
1193,9/11/1987,9/21/1987,11,545,134,49.54545455,2.704587156
1195,9/25/1987,11/6/1987,43,1384,386,32.18604651,11.99277457
1197,11/8/1987,12/17/1987,40,17972,3340,449.3,7.433785889
1199,12/19/1987,2/2/1988,46,10383,1140,225.7173913,5.050563421
1201,2/4/1988,2/16/1988,13,1060,275,81.53846154,3.372641509
1203,2/18/1988,2/26/1988,9,360,93,40,2.325
1205,2/28/1988,3/15/1988,17,749,130,44.05882353,2.950600801
1207,3/17/1988,3/27/1988,11,1537,473,139.7272727,3.385165908
1209,3/29/1988,4/20/1988,23,1769,530,76.91304348,6.890898813
1211,4/22/1988,4/23/1988,2,52,26,26,1
1213,4/25/1988,4/26/1988,2,51,26,25.5,1.019607843
1215,4/28/1988,5/7/1988,10,542,111,54.2,2.04797048
1217,5/9/1988,5/12/1988,4,88,22,22,1
1219,5/14/1988,5/28/1988,15,731,350,48.73333333,7.181942544
1221,5/30/1988,6/10/1988,12,602,306,50.16666667,6.099667774
1223,6/13/1988,7/9/1988,27,893,96,33.07407407,2.902575588
1225,7/11/1988,9/6/1988,58,3162,767,54.51724138,14.06894371
1227,9/8/1988,9/27/1988,20,686,82,34.3,2.390670554
1229,9/29/1988,10/13/1988,15,519,140,34.6,4.046242775
1231,10/15/1988,11/24/1988,41,1201,140,29.29268293,4.779350541
1233,11/26/1988,1/6/1989,42,1469,112,34.97619048,3.202178353
1235,1/8/1989,2/23/1989,47,4972,886,105.787234,8.375301689
1237,2/26/1989,3/9/1989,12,310,63,25.83333333,2.438709677
1239,3/11/1989,3/24/1989,14,624,164,44.57142857,3.679487179
1241,3/26/1989,4/6/1989,12,2056,884,171.3333333,5.159533074
1243,4/8/1989,4/25/1989,18,545,93,30.27777778,3.071559633
1245,4/28/1989,4/28/1989,1,22,22,22,1
1247,4/30/1989,5/10/1989,11,1743,594,158.4545455,3.748709122
1249,5/12/1989,5/30/1989,19,22463,9990,1182.263158,8.449895384
1251,6/1/1989,6/4/1989,4,152,92,38,2.421052632
1253,6/7/1989,6/20/1989,14,1558,916,111.2857143,8.231065469
1255,6/23/1989,7/19/1989,27,14301,7710,529.6666667,14.55632473
1257,7/21/1989,8/14/1989,25,3331,678,133.24,5.088561993
1259,8/16/1989,8/22/1989,7,274,79,39.14285714,2.018248175
1261,8/25/1989,9/26/1989,33,2344,396,71.03030303,5.575085324
1263,9/29/1989,11/16/1989,49,1907,293,38.91836735,7.52857892
1265,11/18/1989,12/7/1989,20,567,61,28.35,2.151675485
1267,12/10/1989,1/15/1990,37,1942,251,52.48648649,4.782183316
1269,1/17/1990,2/16/1990,31,2171,344,70.03225806,4.91202211
1271,2/18/1990,3/21/1990,32,5985,1350,187.03125,7.218045113
1273,3/25/1990,3/26/1990,2,43,22,21.5,1.023255814
1275,3/28/1990,4/12/1990,16,2374,529,148.375,3.565290649
1277,4/14/1990,4/24/1990,11,735,361,66.81818182,5.402721088
1279,4/26/1990,5/16/1990,21,8779,1660,418.047619,3.970839503
1281,5/18/1990,6/28/1990,42,1505,78,35.83333333,2.176744186
1283,6/30/1990,7/3/1990,4,332,204,83,2.457831325
1285,7/5/1990,8/14/1990,41,3584,700,87.41463415,8.0078125
1287,8/16/1990,8/17/1990,2,44,22,22,1
1289,8/19/1990,10/1/1990,44,2467,275,56.06818182,4.904742602
1291,10/3/1990,10/11/1990,9,260,47,28.88888889,1.626923077
1293,10/13/1990,10/30/1990,18,2399,893,133.2777778,6.700291788
1295,11/1/1990,12/12/1990,42,2438,686,58.04761905,11.81788351
1297,12/14/1990,2/2/1991,51,30270,2700,593.5294118,4.549058474
1299,2/4/1991,2/17/1991,14,5360,1500,382.8571429,3.917910448
1301,2/19/1991,3/12/1991,22,2397,992,108.9545455,9.104714226
1303,3/14/1991,3/24/1991,11,502,143,45.63636364,3.133466135
1305,3/26/1991,4/2/1991,8,296,150,37,4.054054054
1307,4/4/1991,4/30/1991,27,29511,3670,1093,3.357731016
1309,5/2/1991,5/13/1991,12,1735,385,144.5833333,2.662824207
1311,5/15/1991,5/26/1991,12,1431,298,119.25,2.498951782
1313,5/28/1991,6/20/1991,24,3914,657,163.0833333,4.028615227
1315,6/22/1991,7/5/1991,14,3797,1090,271.2142857,4.018962339
1317,7/7/1991,7/19/1991,13,1265,560,97.30769231,5.754940711
1319,7/21/1991,8/10/1991,21,907,122,43.19047619,2.824696803
1321,8/12/1991,10/10/1991,60,4677,332,77.95,4.259140475
1323,10/13/1991,10/25/1991,13,339,36,26.07692308,1.380530973
1325,10/27/1991,11/5/1991,10,1185,430,118.5,3.628691983
1327,11/7/1991,11/15/1991,9,799,329,88.77777778,3.705882353
1329,11/17/1991,12/6/1991,20,5436,3050,271.8,11.22148639
1331,12/8/1991,1/3/1992,27,29309,4700,1085.518519,4.32972807
1333,1/5/1992,2/1/1992,28,22985,2640,820.8928571,3.216010442
1335,2/3/1992,2/20/1992,18,22433,3600,1246.277778,2.888601614
1337,2/22/1992,3/2/1992,10,15990,3300,1599,2.063789869
1339,3/4/1992,3/25/1992,22,13569,2810,616.7727273,4.555973174
1341,3/27/1992,4/15/1992,20,5137,804,256.85,3.130231653
1343,4/17/1992,5/12/1992,26,14686,4490,564.8461538,7.949067139
1345,5/14/1992,7/6/1992,54,44363,4850,821.537037,5.903568289
1347,7/8/1992,7/31/1992,24,5338,1530,222.4166667,6.878980892
1349,8/2/1992,8/17/1992,16,2184,456,136.5,3.340659341
1351,8/19/1992,8/28/1992,10,362,77,36.2,2.127071823
1353,8/30/1992,9/29/1992,31,1309,128,42.22580645,3.03132162
1355,10/2/1992,10/2/1992,1,19,19,19,1
1357,10/4/1992,11/6/1992,34,1684,417,49.52941176,8.419239905
1359,11/8/1992,12/5/1992,28,4376,1700,156.2857143,10.87751371
1361,12/7/1992,12/31/1992,25,5314,1330,212.56,6.257056831
1363,1/3/1993,2/8/1993,37,15583,2240,421.1621622,5.318616441
1365,2/10/1993,2/22/1993,13,1897,300,145.9230769,2.055877702
1367,2/25/1993,3/10/1993,14,7415,2670,529.6428571,5.041132839
1369,3/12/1993,4/1/1993,21,9455,1730,450.2380952,3.842411423
1371,4/3/1993,4/27/1993,25,14720,2250,588.8,3.821331522
1373,4/29/1993,5/21/1993,23,26481,3270,1151.347826,2.840149541
1375,5/23/1993,6/8/1993,17,11777,2530,692.7647059,3.652033625
1377,6/10/1993,7/14/1993,35,28832,4240,823.7714286,5.147058824
1379,7/16/1993,8/13/1993,29,1308,113,45.10344828,2.505351682
1381,8/15/1993,8/19/1993,5,164,35,32.8,1.067073171
1383,8/21/1993,9/8/1993,19,2140,567,112.6315789,5.03411215
1385,9/10/1993,9/28/1993,19,993,163,52.26315789,3.118831823
1387,9/30/1993,11/12/1993,44,3971,704,90.25,7.800554017
1389,11/14/1993,12/1/1993,18,3442,919,191.2222222,4.805926787
1391,12/3/1993,1/7/1994,36,1956,299,54.33333333,5.503067485
1393,1/9/1994,2/7/1994,30,2047,650,68.23333333,9.526135809
1395,2/9/1994,2/18/1994,10,3865,2170,386.5,5.614489004
1397,2/20/1994,3/5/1994,14,7109,1620,507.7857143,3.190322127
1399,3/7/1994,3/7/1994,1,47,47,47,1
1401,3/9/1994,3/25/1994,17,3974,1540,233.7647059,6.587820835
1403,3/27/1994,4/12/1994,17,924,255,54.35294118,4.691558442
1405,4/14/1994,4/27/1994,14,1039,407,74.21428571,5.484119346
1407,4/30/1994,5/11/1994,12,1128,386,94,4.106382979
1409,5/13/1994,5/28/1994,16,8573,1950,535.8125,3.639332789
1411,5/30/1994,6/8/1994,10,595,129,59.5,2.168067227
1413,6/10/1994,7/3/1994,24,3077,401,128.2083333,3.127721807
1415,7/5/1994,7/6/1994,2,52,26,26,1
1417,7/8/1994,7/20/1994,13,657,123,50.53846154,2.433789954
1419,7/23/1994,8/1/1994,10,313,46,31.3,1.469648562
1421,8/3/1994,8/19/1994,17,1531,390,90.05882353,4.330502939
1423,8/21/1994,8/29/1994,9,893,261,99.22222222,2.630459127
1425,8/31/1994,9/4/1994,5,390,238,78,3.051282051
1427,9/6/1994,9/7/1994,2,46,24,23,1.043478261
1429,9/9/1994,9/23/1994,15,1348,523,89.86666667,5.819732938
1431,9/25/1994,11/30/1994,67,56283,10400,840.0447761,12.38029245
1433,12/2/1994,12/26/1994,25,5418,1600,216.72,7.38279808
1435,12/28/1994,1/10/1995,14,1638,706,117,6.034188034
1437,1/12/1995,1/24/1995,13,5814,1600,447.2307692,3.577571379
1439,1/26/1995,2/22/1995,28,7772,3020,277.5714286,10.88008235
1441,2/24/1995,3/11/1995,16,9603,2280,600.1875,3.798812871
1443,3/13/1995,4/2/1995,21,8856,1660,421.7142857,3.936314363
1445,4/4/1995,4/26/1995,23,9957,1830,432.9130435,4.227176861
1447,4/29/1995,4/29/1995,1,23,23,23,1
1449,5/1/1995,5/25/1995,25,2898,932,115.92,8.040027605
1451,5/27/1995,6/9/1995,14,3860,1160,275.7142857,4.207253886
1453,6/11/1995,6/24/1995,14,1252,397,89.42857143,4.439297125
1455,6/27/1995,7/14/1995,18,1250,159,69.44444444,2.2896
1457,7/16/1995,7/22/1995,7,360,116,51.42857143,2.255555556
1459,7/24/1995,7/25/1995,2,40,20,20,1
1461,7/29/1995,8/18/1995,21,2615,485,124.5238095,3.894837476
1463,8/21/1995,8/28/1995,8,542,123,67.75,1.815498155
1465,8/30/1995,9/29/1995,31,4013,810,129.4516129,6.257164216
1467,10/1/1995,10/24/1995,24,1892,685,78.83333333,8.689217759
1469,10/26/1995,11/28/1995,34,1729,217,50.85294118,4.267206478
1471,12/1/1995,12/28/1995,28,4798,1920,171.3571429,11.20466861
1473,12/30/1995,2/15/1996,48,1958,200,40.79166667,4.902962206
1475,2/17/1996,3/19/1996,32,1120,139,35,3.971428571
1477,3/22/1996,5/2/1996,42,1821,290,43.35714286,6.688632619
1479,5/4/1996,6/8/1996,36,1258,115,34.94444444,3.290937997
1481,6/10/1996,7/5/1996,26,2967,595,114.1153846,5.214020897
1483,7/7/1996,7/13/1996,7,204,31,29.14285714,1.06372549
1485,7/15/1996,7/30/1996,16,878,194,54.875,3.535307517
1487,8/1/1996,8/16/1996,16,1521,666,95.0625,7.00591716
1489,8/18/1996,9/13/1996,27,3814,876,141.2592593,6.201363398
1491,9/15/1996,10/9/1996,25,7385,1350,295.4,4.570074475
1493,10/13/1996,10/19/1996,7,231,46,33,1.393939394
1495,10/22/1996,11/5/1996,15,568,99,37.86666667,2.61443662
1497,11/7/1996,11/21/1996,15,551,146,36.73333333,3.974591652
1499,11/24/1996,12/11/1996,18,2155,656,119.7222222,5.479350348
1501,12/13/1996,1/4/1997,23,3453,1110,150.1304348,7.393570808
1503,1/7/1997,2/5/1997,30,8092,1820,269.7333333,6.747404844
1505,2/7/1997,3/8/1997,30,15312,1220,510.4,2.390282132
1507,3/10/1997,4/2/1997,24,22413,2880,933.875,3.083924508
1509,4/4/1997,4/23/1997,20,13769,1730,688.45,2.512891278
1511,4/25/1997,5/13/1997,19,7281,1020,383.2105263,2.661722291
1513,5/15/1997,6/15/1997,32,19114,2910,597.3125,4.871821701
1515,6/17/1997,7/29/1997,43,6839,1580,159.0465116,9.934200907
1517,8/1/1997,8/4/1997,4,192,98,48,2.041666667
1519,8/6/1997,9/5/1997,31,3795,1790,122.4193548,14.62187088
1521,9/7/1997,9/17/1997,11,506,178,46,3.869565217
1523,9/19/1997,11/7/1997,50,24700,3390,494,6.862348178
1525,11/10/1997,11/25/1997,16,1482,315,92.625,3.400809717
1527,11/28/1997,12/17/1997,20,17058,2430,852.9,2.84910306
1529,12/20/1997,1/3/1998,15,10617,4150,707.8,5.863238203
1531,1/5/1998,1/29/1998,25,19952,5620,798.08,7.041900561
1533,2/1/1998,3/12/1998,40,20491,2710,512.275,5.290127373
1535,3/14/1998,4/9/1998,27,3678,668,136.2222222,4.903752039
1537,4/13/1998,4/14/1998,2,61,31,30.5,1.016393443
1539,4/17/1998,5/15/1998,29,1106,154,38.13793103,4.037974684
1541,5/21/1998,5/28/1998,8,217,32,27.125,1.179723502
1543,5/31/1998,6/19/1998,20,838,200,41.9,4.77326969
1545,6/21/1998,6/24/1998,4,124,40,31,1.290322581
1547,6/26/1998,7/31/1998,36,1430,105,39.72222222,2.643356643
1549,8/3/1998,9/4/1998,33,2915,351,88.33333333,3.973584906
1551,9/6/1998,10/2/1998,27,18897,5200,699.8888889,7.429750754
1553,10/4/1998,11/6/1998,34,54898,9620,1614.647059,5.957958396
1555,11/8/1998,12/2/1998,25,48360,9560,1934.4,4.94210091
1557,12/4/1998,1/22/1999,50,8132,1310,162.64,8.054599115
1559,1/24/1999,2/18/1999,26,952,83,36.61538462,2.266806723
1561,2/20/1999,3/26/1999,35,2895,631,82.71428571,7.628670121
1563,3/28/1999,4/17/1999,21,1042,177,49.61904762,3.567178503
1565,4/19/1999,4/21/1999,3,70,24,23.33333333,1.028571429
1567,4/23/1999,4/23/1999,1,23,23,23,1
1569,4/25/1999,5/8/1999,14,549,134,39.21428571,3.41712204
1571,5/10/1999,5/21/1999,12,4432,2130,369.3333333,5.767148014
