Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1985-09,77.63,20.4,26.3,32.1,14.5,5.11,30.7
1985-10,148.28,15.3,20,24.7,12.1,1.86,14.62
1985-11,86.03,8.8,14,19.2,8,0.78,9.1
1985-12,54.02,0.1,6.3,12.6,-1.4,0.69,7.89
1986-01,0,3.2,9.9,16.6,-1.3,1.36,12.36
1986-02,86.1,6.2,11.6,17,1.9,2.05,13.37
1986-03,20.71,9.5,15.8,22.2,4.1,2.62,17.42
1986-04,129.99,14.8,19.8,24.8,12.3,1.96,15.56
1986-05,161.47,17.7,22.5,27.2,15.4,2.16,17.53
1986-06,148.8,22.4,27.2,32.1,19.9,2.57,24.67
1986-07,19.02,24.7,30.3,35.9,19.5,5.3,36.83
1986-08,40.03,23.5,29,34.5,18.8,4.84,32.69
1986-09,91.98,22.2,26.8,31.4,19.6,2.32,22.81
1986-10,101.68,14.6,19.4,24.3,12.5,2.01,15.36
1986-11,96.33,6.8,11.7,16.7,6.3,0.7,9.19
1986-12,58.59,4.1,8.1,12.1,2.6,0.78,6.07
1987-01,40.13,2.2,7.5,12.8,0.3,0.92,8.65
1987-02,111.5,6,10.8,15.6,5,0.81,8.74
1987-03,47.89,6.8,12.8,18.8,3.5,1.78,13.72
1987-04,6.59,11.6,18.8,26,5.9,3.28,24.65
1987-05,162.24,19.1,24.2,29.3,16.7,1.86,20.25
1987-06,111.17,21.8,26.8,31.9,18.7,2.49,24.58
1987-07,52.57,23.5,28.8,34.1,20.1,2.97,28.79
1987-08,22.53,25.4,31,36.7,19.5,6.5,40.2
1987-09,59.81,19.6,25.6,31.7,16.2,2.96,28.23
1987-10,11.59,12.8,19.5,26.1,9,2.45,21.53
1987-11,130.52,8.3,13.9,19.5,7.6,1.21,11.78
1987-12,95.04,3.7,8.8,13.9,3.2,0.72,8.28
1988-01,16.24,0.2,5.5,10.7,-2,1.12,7.94
1988-02,38.25,2.8,8.8,14.8,0.9,1.51,11.01
1988-03,65.93,7.1,13.8,20.4,4,2.07,15.66
1988-04,47.69,11.6,18.5,25.4,8.6,2.52,21.31
1988-05,30.72,17.2,23.2,29.2,13.1,3.29,26
1988-06,85.16,21.6,27.2,32.9,17.3,4.83,30.69
1988-07,75.24,24.1,29.8,35.4,19.9,5.15,35.2
1988-08,15.22,25.3,31.1,36.9,19.7,6.6,41.36
1988-09,101.17,20.6,26.4,32.3,17.4,2.84,28.29
1988-10,36.19,13.3,19,24.7,11.3,2.09,17.18
1988-11,57.83,8.6,14.9,21.2,6.9,1.76,14.99
1988-12,64.13,4.3,9.9,15.5,3.1,1.36,9.7
1989-01,79.03,5.2,10.1,14.9,4.6,0.8,8.35
1989-02,103.28,1.2,5.9,10.6,0.6,0.79,6.49
1989-03,101.93,7.4,13.3,19.3,5,1.82,14.11
1989-04,46.58,13.8,19.4,25.1,9.3,3.31,20.37
1989-05,249.26,18.6,23.6,28.6,16.2,2.42,20.08
1989-06,274.09,20.5,25.6,30.7,18.2,2.34,22.83
1989-07,101.32,23.1,28.1,33.1,19.7,3.42,27.82
1989-08,60.16,22.7,27.9,33,19.6,3.68,29.12
1989-09,77.47,18,23.7,29.5,15.2,2.98,24.23
1989-10,49.97,14.6,21,27.5,10.9,3.31,24.34
1989-11,14.06,8.7,15,21.2,4.6,2.44,17.25
1989-12,8.24,-2,4.3,10.5,-5.9,1.66,9.84
1990-01,142.44,5.5,11.4,17.2,1.4,2.06,12.65
1990-02,112.66,6.6,12.4,18.1,4.3,1.52,12.59
1990-03,151.29,9.6,14.2,18.8,7.7,1.73,10.69
1990-04,195.73,12.6,17.7,22.9,10.9,2.1,14.04
1990-05,173.12,17.8,22.8,27.9,15.8,2.6,19.66
1990-06,66.87,23.7,28.8,34,20,5.35,29.93
1990-07,32.11,23.1,28.6,34.1,18.6,5.3,33.64
1990-08,78.87,24,29.6,35.1,18.7,6.71,36.72
1990-09,40.63,22,27.3,32.6,17.6,5.09,30.51
1990-10,55.24,13,19.6,26.2,10.3,2.79,21.46
1990-11,124.21,10.7,16.3,21.8,9,1.92,14.25
1990-12,40.55,1.7,7.1,12.5,0.6,1.19,7.93
1991-01,88.74,1.5,5.8,10.1,0.9,0.72,5.19
1991-02,66.45,6,12,17.9,2.3,1.95,12.91
1991-03,24.86,9.3,15.5,21.7,4.3,2.97,17.58
1991-04,127.64,14.6,20,25.3,12.2,2.02,17.07
1991-05,121.65,19,23.9,28.7,17.2,2.14,18.58
1991-06,92.26,22.3,27.5,32.6,19.6,3.64,25.6
1991-07,45.34,24.1,29.7,35.3,19.3,5.38,35.5
1991-08,125.01,23.4,28.3,33.3,19.1,4.51,29.64
1991-09,78.31,19,24.2,29.3,16.3,2.54,21.12
1991-10,262.75,14.9,20.9,27,10.8,3.63,22.58
1991-11,54.13,5.6,10.9,16.2,2.6,1.73,10.44
1991-12,233.24,6,10.2,14.5,4.4,1.15,7.57
1992-01,87.81,4.2,8.4,12.7,1.6,0.98,7.65
1992-02,68.17,6.8,12.3,17.7,4.2,1.56,11.69
1992-03,86.95,9.4,15.4,21.3,6.5,1.95,15.23
1992-04,47.98,13.6,19,24.3,10.7,2.22,17.13
1992-05,178.2,16.9,21.7,26.5,14.7,2.06,17.16
1992-06,150.4,20.9,26,31.1,19,2.33,22.48
1992-07,67.66,23.9,28.9,34,20.2,4.25,29.14
1992-08,41.24,21,26.6,32.2,17.3,3.89,28.09
1992-09,65.53,19.4,25.3,31.1,16.9,2.64,24.91
1992-10,68.46,13.6,20.5,27.5,10.2,2.75,23.56
1992-11,98.85,6.5,11.8,17.1,4.3,1.47,10.38
1992-12,110.23,4.3,9.3,14.2,3.4,0.92,7.42
1993-01,54.21,2.3,6.9,11.4,1.3,0.82,5.81
1993-02,130.71,3.9,9.2,14.4,1.8,1.27,9.18
1993-03,72.84,7.2,12.7,18.1,4.5,1.8,12.62
1993-04,116.61,11,16.7,22.4,8.3,1.94,15.15
1993-05,55.73,16.8,21.9,27,14.4,2.24,18.38
1993-06,93.82,22.3,27.3,32.3,19.7,3.06,24.6
1993-07,0,25,30.4,35.7,19.4,6.29,36.48
1993-08,17.01,25.2,31,36.8,18.5,7.55,41.03
1993-09,88.64,18.6,25.4,32.2,15.3,3.05,30.05
1993-10,182.43,12.5,18.1,23.7,10.7,1.59,15.62
1993-11,51.62,4.3,10.2,16.1,2.4,1.18,10.31
1993-12,59.48,4.3,9.6,15,1.9,1.33,9.37
1994-01,30.74,2.5,7.6,12.7,0.6,1.19,7.68
1994-02,51.72,2.5,8.6,14.8,0.8,1.41,9.81
1994-03,62.17,8.7,14.8,20.9,6,2.2,15
1994-04,93.73,12.7,19,25.3,10.7,2.28,17.89
1994-05,145.05,16.9,21.7,26.4,15.2,1.89,15.9
1994-06,50.67,23.4,28.7,34,20.3,3.48,29.05
1994-07,148.06,23.3,28.7,34,19.2,4.73,30.62
1994-08,33.26,23.1,29,34.8,18.7,4.81,34.75
1994-09,93.38,18.7,24.7,30.7,15.4,3.01,26.12
1994-10,215.68,14.7,20,25.3,12.5,2.15,16.99
1994-11,170.8,9.3,14.5,19.6,8.6,1.1,10.4
1994-12,78.55,4.6,9.5,14.3,3.9,0.56,7.47
1995-01,65.71,3.4,8.8,14.1,1.8,0.97,9.22
1995-02,13.17,5.2,11.5,17.9,1.7,1.65,13.47
1995-03,168.41,8.5,13.5,18.5,6.7,1.41,11.59
1995-04,151.05,11.9,17.8,23.6,10.7,1.39,14.82
1995-05,172.27,18,22.8,27.6,16.1,2.19,17.13
1995-06,72.94,21.1,26.6,32.1,17.2,4.35,27.73
1995-07,85.51,23.9,29.8,35.7,19.8,5.3,35.16
1995-08,57.56,24.7,30.1,35.5,20.4,5.33,34.38
1995-09,66.41,19.7,25.1,30.4,16.4,3.87,24.79
1995-10,15.53,13.2,20.5,27.7,8.3,3.47,25.81
1995-11,17.82,6.6,13.3,19.9,3.5,2.06,14.79
1995-12,51.75,4.1,9.1,14.1,1.7,1.27,8.81
1996-01,29.66,0.5,7.2,13.9,-1.9,1.3,9.85
1996-02,9.34,5.1,11.7,18.2,-0.8,2.91,17.41
1996-03,40.41,5,11.7,18.4,-0.5,2.66,15.97
1996-04,60.88,11.5,18.4,25.3,6.6,3.25,22
1996-05,26.02,21,26.5,32,17.2,3.93,27.32
1996-06,64.73,22.5,28.3,34,18.8,3.62,31.46
1996-07,87.43,25,30.6,36.2,19.7,5.98,37.51
1996-08,99.7,23.5,28.3,33,19.9,3.63,28.15
1996-09,70.6,18.7,24,29.4,16.7,2.05,20.48
1996-10,155.84,13.9,19.9,25.8,11.2,2.39,18.44
1996-11,157.76,8,13.2,18.4,7.3,0.91,9.6
1996-12,23.52,3.7,10,16.2,2.1,1.05,11.12
1997-01,19.58,2.4,7.4,12.3,-1.2,1.17,8.7
1997-02,204.86,5.7,10.2,14.8,3.5,1.28,9.42
1997-03,67.32,9.1,15,20.8,7.1,1.68,13.9
1997-04,173.37,10.9,16.1,21.2,7.8,2.17,14.36
1997-05,98.5,16.7,21.9,27.2,14.5,2.15,18.53
1997-06,111.08,22,27,32,19.7,2.32,22.91
1997-07,28.16,25.2,30.5,35.7,21.1,4.74,33.19
1997-08,76.68,24.2,29.4,34.6,19.8,5.01,31.4
1997-09,18.32,22,27.8,33.6,17.2,5.23,32.94
1997-10,144.01,15.3,20.5,25.7,13,1.61,18.03
1997-11,41.77,6.9,11.8,16.8,5.3,1.06,10.17
1997-12,185.79,3,7.8,12.6,1.1,0.86,7.63
1998-01,141.18,4.6,9.4,14.1,5,0.38,6.31
1998-02,92.48,5.9,10.9,15.9,5,0.47,8.73
1998-03,102.1,7.2,12.4,17.7,4.3,1.69,11.6
1998-04,31.11,11.5,17.6,23.7,7.9,2.19,18.56
1998-05,43.4,19.8,25.9,32,16.2,3.02,29.24
1998-06,39.68,24,29.8,35.7,19.3,5.39,36
1998-07,5.57,27.2,33.1,39,18.7,10.38,49.02
1998-08,18.23,25.7,31.3,36.9,18.9,7.39,41.59
1998-09,72.58,23.5,28.6,33.6,19.2,4.87,29.82
1998-10,138.17,16.1,21.1,26.2,14.1,1.71,17.39
1998-11,131.08,10.4,14.6,18.7,9.9,0.68,8.09
1998-12,161.3,4.1,9,13.8,3.8,0.55,7.25
1999-01,49.11,4.2,9.8,15.5,3,0.85,9.33
1999-02,9.14,7.7,13.5,19.3,5.5,1.34,11.7
1999-03,80.6,8,13.1,18.2,6.1,1.09,10.67
1999-04,65.62,14.2,19.8,25.3,12.1,1.96,17.45
1999-05,171.38,17.6,22.8,27.9,15.7,1.79,17.65
1999-06,58.96,22.8,27.3,31.7,20.5,2.26,21.22
1999-07,25.32,24.2,29.4,34.6,20.3,4,30.82
1999-08,0.4,25.9,32,38.2,18.1,10.36,45.67
1999-09,34.78,20,26,32,15.1,4.55,29.7
1999-10,58.84,13.9,20.5,27.1,9.2,3.1,24.31
1999-11,20.92,10.4,16.8,23.2,8.1,1.33,16.95
1999-12,89.16,4.6,10.4,16.2,1.3,1.52,10.92
2000-01,48.92,5.1,10.3,15.5,1.3,1.49,10.95
2000-02,60.91,7.2,13.5,19.7,5.8,0.99,12.98
2000-03,71.5,10.1,15.7,21.4,8.4,1.65,13.27
2000-04,72.83,12.5,17.9,23.3,10.2,1.86,15.13
2000-05,127.54,19.5,24.6,29.7,17.1,2.81,21.02
2000-06,217.15,22.3,26.6,31,19.7,2.24,20.96
2000-07,1.06,25,30.4,35.8,18.6,7.9,37.75
2000-08,0,26.1,31.9,37.8,16.9,10.64,47.15
2000-09,9.31,20.7,27.1,33.5,13.7,7.19,36.97
2000-10,125.54,16.3,21,25.7,12.6,2.28,18.1
2000-11,181.54,6.4,10.7,15.1,5.1,0.79,7.64
2000-12,97.04,0.3,4.8,9.3,-0.9,0.75,5.61
2001-01,71.61,1.2,6.1,10.9,1.3,0.48,6.31
2001-02,166.01,4.7,10.2,15.6,5.4,0.6,7.48
2001-03,138.63,6.7,11,15.4,5.1,1.07,8.76
2001-04,26.13,15.1,20,24.8,13.6,1.74,14.78
2001-05,111.69,18.8,23.9,29.1,16.2,2.31,20.45
2001-06,40.75,22,27.4,32.8,18.2,3.81,28.18
2001-07,42.07,25.6,30.9,36.1,20.4,6.49,35.5
2001-08,103.29,24.9,30.1,35.2,20,5.51,35.35
2001-09,102.75,18.9,23.9,28.8,17.8,1.37,18.8
2001-10,72.27,12.5,18.6,24.8,10.6,1.77,17.62
2001-11,32.54,10.8,15.8,20.8,9.2,1,12.86
2001-12,110,5,10.4,15.8,3.5,0.96,9.62
2002-01,108.04,3,8.9,14.8,1.1,1.13,9.99
2002-02,47.57,2.3,8.4,14.5,-0.8,1.33,11.15
2002-03,136.31,6.1,12.1,18,4.6,1.29,11.03
2002-04,81.28,15.5,20.2,25,14,1.63,14.04
2002-05,137.91,17.8,22.8,27.7,16.4,1.76,17.55
2002-06,49.41,22.1,27.2,32.2,19.5,2.7,25.77
2002-07,142.74,24.1,28.8,33.6,20.9,3.36,27.62
2002-08,63.05,24.2,29.5,34.8,19.8,4.32,33.2
2002-09,49,20.8,26.5,32.3,17.3,3.6,29.52
2002-10,224.72,14.7,18.7,22.7,13,1.47,13.01
2002-11,13.55,6.4,12.2,18,3.7,1.51,13.25
2002-12,121.32,4.1,9.1,14.2,3.3,0.8,8.21
2003-01,9.37,1.7,6.9,12.1,-0.2,1.01,8.1
2003-02,90.47,3.6,8.2,12.8,3.4,0.51,6.93
2003-03,28.8,7.5,13.1,18.6,7,0.96,11.17
2003-04,51.58,13,19.2,25.4,9.8,2.14,19.82
2003-05,83.19,19.3,24.3,29.3,16.9,2.35,20.69
2003-06,97.55,21.4,26.4,31.4,18.6,2.69,23.71
2003-07,25.71,24.8,30.2,35.5,20.3,5.39,35.29
2003-08,43.51,24.9,30.6,36.3,19.4,5.84,39.54
2003-09,149.03,18.8,23.9,28.9,16.4,2.47,21.36
2003-10,24.95,14.7,20.6,26.5,12.6,1.9,20
2003-11,66.81,10.6,15.5,20.4,8.4,1.51,12.36
2003-12,36.24,3.7,9.9,16.1,1,1.6,11.67
2004-01,75.28,4.1,9.4,14.6,3.1,0.9,8.05
2004-02,96.66,2.8,7.5,12.1,1.8,0.81,7.41
2004-03,60.89,11.1,16.5,21.9,8.3,1.89,14.57
2004-04,80.89,13.9,19,24.1,11.2,2.09,16.74
2004-05,57.44,18.8,23.6,28.4,16.8,2.53,19.75
2004-06,155.32,21.8,26.3,30.7,20.4,1.87,20.26
2004-07,172.9,23.5,28.4,33.2,20,4.49,28.28
2004-08,48.87,22.8,27.5,32.2,18.7,5.16,27.63
2004-09,18.4,19.9,25.7,31.5,15.9,4.01,28.77
2004-10,124.04,17,22.1,27.2,15.3,1.99,18.96
2004-11,145.47,9.8,14.2,18.6,9.5,1,8.82
2004-12,18.6,3,8.8,14.5,0.6,1.44,10.34
2005-01,87.86,5.2,10.1,14.9,3.7,1.1,8.39
2005-02,38.06,6.7,11.2,15.8,4.6,1.34,9.89
2005-03,41.61,7.7,13.3,19,4.2,1.85,14.09
2005-04,9.18,12.8,18.6,24.4,8.5,3.02,18.78
2005-05,77.17,17.9,22.9,27.9,13.7,3.81,22.08
2005-06,15.08,23.6,28.8,34.1,17.6,6.98,33.58
2005-07,86.44,24.1,29.5,34.9,18.8,5.79,35.42
2005-08,84.29,25.1,30.4,35.8,18.9,6.97,38.26
2005-09,54.47,22.8,29,35.2,15.7,7.44,40.24
2005-10,2.14,14.6,20.7,26.9,9.3,3.92,24.07
2005-11,26.21,10,16.2,22.4,4.7,2.88,18.01
2005-12,6.99,2.5,8.7,14.9,-2.3,2.19,13.06
2006-01,66.11,5.9,12.8,19.8,-0.7,2.76,17.82
2006-02,107.95,3.7,9.4,15.2,-0.3,1.76,12.06
2006-03,211.58,10.9,16.3,21.8,5.6,3.11,17.53
2006-04,64.98,16.6,22.3,28.1,12.2,3.3,24.44
2006-05,51.31,19.3,24.8,30.4,14.5,4.62,26.77
2006-06,28.77,22.9,28.7,34.4,15.5,7.43,37.77
2006-07,20.64,25.3,31,36.6,17.8,8.44,42.8
2006-08,58.79,26.4,32,37.7,17.8,10.18,46.71
2006-09,67.35,19.4,25.2,31.1,13.5,5.63,30.09
2006-10,110.51,14.3,20.4,26.4,9.9,3.6,22.3
2006-11,57.53,8.7,14.7,20.7,5.9,1.78,14.11
2006-12,95.21,4.8,10.1,15.3,1.8,1.39,10.08
2007-01,161.75,1.7,5.9,10,-0.5,1.11,6.19
2007-02,10.79,3.2,8.9,14.6,0.4,1.84,11.57
2007-03,123.07,12.7,17.8,22.9,8.6,2.52,15.17
2007-04,20.71,11.7,16.8,21.8,8.2,2.6,14.69
2007-05,139.86,18.9,23.2,27.5,16.2,2.68,17.52
2007-06,209.82,22.2,26.7,31.1,19.4,3.6,22.35
2007-07,89.72,23.5,27.8,32.1,20.2,3.73,24.06
2007-08,68.33,25.1,30.2,35.3,20.4,5.59,33.93
2007-09,161.02,21.8,26.7,31.5,18.2,4.29,25.12
2007-10,109.31,15.5,21.3,27.2,11.9,3.08,21.9
2007-11,50.36,10.7,15.8,20.9,6.5,2.83,14.96
2007-12,53.17,3.6,9.5,15.5,1.6,1.38,10.24
2008-01,13.15,2,7.5,12.9,-1.7,1.46,9.68
2008-02,49.81,4.4,11.1,17.8,1.4,1.9,13.36
2008-03,207.88,8.4,14.5,20.6,5.4,2.36,14.91
2008-04,111.99,12.4,18.4,24.4,9.2,2.78,17.83
2008-05,90.62,18.6,23.8,29,14.4,4.71,22.89
2008-06,15.98,24,29.2,34.5,18.5,6.33,34.03
2008-07,7.67,25.4,30.9,36.4,17.3,9.02,42.25
2008-08,63.72,24.2,29.5,34.7,19.1,5.62,35.01
2008-09,21.88,19.4,24.9,30.3,15.5,3.55,25.75
2008-10,28.74,13.9,20.1,26.3,9.1,3.43,22.22
2008-11,83.8,8.9,14.8,20.7,4.6,2.56,16.04
2008-12,7.45,2.3,8.7,15.1,-0.9,1.79,11.21
2009-01,32.97,1.8,8.3,14.7,-2.2,1.97,12.17
2009-02,19.41,6.9,13.3,19.7,2.4,2.11,14.98
2009-03,134.85,9.3,14.7,20,5.8,2.2,14.53
2009-04,107.38,12.1,17.9,23.7,7.7,2.74,18.26
2009-05,124.85,17.9,22.9,28,15.3,2.65,19.47
2009-06,220.48,23.6,29,34.3,18.1,6.71,33.92
2009-07,93.76,25.1,30.3,35.5,18.4,7.67,38.01
2009-08,64.56,24.3,29.7,35.2,18.6,6.17,36.4
2009-09,241.76,20.1,24.7,29.3,16.5,3.23,22.91
2009-10,250.53,12.4,17.2,22.1,11.7,1.16,10.68
2009-11,53.98,9.6,15.5,21.4,8,1.29,13.78
2009-12,59.05,1.4,6,10.7,-0.7,0.96,6.87
2010-01,97.72,1.9,6.8,11.8,-0.2,1.09,7.48
2010-02,82.82,1.3,5.1,9,-0.8,0.87,5.52
2010-03,90.84,6.8,12.5,18.3,3.5,1.72,13.38
2010-04,49.51,13.9,19.4,24.9,10,2.72,18.85
2010-05,63.85,19.5,24.8,30.1,15.2,4.1,25.44
2010-06,44.65,25.2,30.2,35.2,19.9,6.44,34.41
2010-07,87.89,25.3,29.9,34.5,21,5.04,30.49
2010-08,15.82,26.6,32.3,37.9,18.7,10.27,45.72
2010-09,258.91,22,26.8,31.7,18.1,3.98,25.94
2010-10,17.74,14.2,20.7,27.2,8.4,4.1,24.55
2010-11,76.13,9.3,15,20.7,5.8,1.95,14.95
2010-12,45.34,4.4,9.6,14.9,-0.3,1.99,11.33
2011-01,49.62,1,6.4,11.7,-2.5,1.36,8.75
2011-02,32.8,3.5,9.3,15.1,1.6,1.53,11.27
2011-03,5.48,10.4,16.1,21.8,5.9,2.86,17.16
2011-04,103.68,14.7,21.1,27.5,10.4,3.56,23.49
2011-05,161.82,17.3,22.9,28.5,13.7,3.75,23.22
2011-06,96.08,24.9,30.7,36.4,17.1,8.5,42.32
2011-07,0,27.6,33.1,38.6,17.4,13.57,49.42
2011-08,16.05,28.5,34.3,40.1,15.9,17.2,57.77
2011-09,57.13,19.9,27,34,10.3,8.89,41.62
2011-10,109.89,14.1,20.3,26.5,8.6,3.63,23.55
2011-11,38.85,8.7,14.4,20.2,6,2,13.23
2011-12,147.33,4,8.4,12.8,1.9,1.16,7.26
2012-01,167.46,3.8,10,16.1,1.4,1.25,11.33
2012-02,48.63,5.8,11,16.3,3.9,1.38,10.44
2012-03,162.14,12.9,18,23.1,9.8,2.13,15.43
2012-04,27.5,16,21.4,26.7,12.6,2.64,19.11
2012-05,52.45,20.2,25.5,30.9,15.1,4.68,27.8
2012-06,61.26,23.5,28.9,34.3,17.6,6.56,34.75
2012-07,9.29,25.2,30.9,36.5,18.3,7.52,41.96
2012-08,126.47,24.6,30.4,36.1,16.8,8.7,42.5
2012-09,77.11,21.1,26.9,32.7,14.3,5.96,35.81
2012-10,26.05,13.6,19.2,24.7,9.9,3.02,18.56
2012-11,2.35,8.2,15.2,22.2,4.1,2.32,18.66
2012-12,49.25,5.2,11,16.9,1.4,2.16,12.81
2013-01,96.51,4.8,9.5,14.3,2.6,1.46,8.41
2013-02,32.76,5.5,11.4,17.3,1.1,2.18,13.54
2013-03,50.78,7.6,13.3,19,1.8,3.04,14.67
2013-04,73.42,11.5,17.1,22.6,8.8,2.76,15.57
2013-05,135.18,17.6,22.8,28,13.7,3.65,21.39
2013-06,59.23,23.5,28.7,34,17.8,6.24,33.66
2013-07,38.63,24.1,29.4,34.7,17.4,7.4,36.9
2013-08,38.21,25.5,31.2,36.9,17.2,9.67,44.39
2013-09,83.38,22.7,28.5,34.3,15.6,7.92,37.99
2013-10,64.98,15,20.4,25.8,12.1,2.75,18.12
2013-11,40.6,6.8,11.8,16.7,3.5,2.32,11.6
2013-12,78.59,0.5,6.4,12.3,0.1,0.89,8.5
2014-01,6.3,0.2,6.8,13.3,-5.5,2.35,11.25
2014-02,7.98,2.9,8.1,13.3,0.2,1.38,9.8
2014-03,30.17,5.5,12.1,18.6,2.2,2.24,14.66
2014-04,41.47,13.2,18.8,24.5,8.6,3.49,19.51
2014-05,105.56,17.5,22.9,28.4,12.5,3.55,23.59
2014-06,75.01,23.1,27.5,31.9,19.3,4.34,25.15
2014-07,28.29,23.6,28.7,33.9,18.2,6.52,33.25
2014-08,47.77,24.5,29.8,35.2,18.2,7.31,37.51
2014-09,7.84,21.3,26.8,32.2,16.7,4.69,29.97
2014-10,71.85,16.5,22.4,28.3,12.5,3.62,24
2014-11,39.4,5.5,11,16.6,1.8,2,11.9
2014-12,36.01,6.8,10.7,14.5,4.8,1.65,7.28
2015-01,93.97,2.2,7.1,12,-1.8,1.72,9.7
2015-02,80.87,2.3,7.9,13.4,0.5,1.33,9.39
2015-03,103.79,8.5,12.8,17.2,7.4,1.27,9.4
2015-04,135.05,14.6,19.4,24.2,12.8,1.87,14.16
2015-05,437.8,18.1,22.6,27.1,16.8,1.84,15.52
2015-06,121.26,23.5,28.2,32.8,19.2,4.86,27.99
2015-07,0.01,26,30.9,35.7,19.4,8.68,37.1
2015-08,12.05,25.4,30.8,36.3,17.1,10.42,42.12
2015-09,24.58,22.5,28.1,33.6,16.2,6.11,34.2
2015-10,263.34,16.1,22,27.9,10.3,4.82,25.08
2015-11,217.4,9.7,14.3,18.9,7.9,1.54,10.57
2015-12,127.53,5.5,11.3,17.1,4.9,1.23,10.87
2016-01,25.98,2.2,7.6,13,-0.1,1.32,8.9
2016-02,63.9,6.3,12.5,18.6,1.9,2.24,13.8
2016-03,99.07,10.2,15.8,21.3,7.1,2.33,14.77
2016-04,176.17,14.8,19.9,25.1,10.5,3.01,18.95
2016-05,121.52,17.6,22.4,27.2,14.7,2.47,18.81
2016-06,183.08,23.8,28.6,33.3,19.6,4.84,29
2016-07,83.03,25.7,30.7,35.7,20.4,7.2,34.61
2016-08,125,25.5,29.9,34.3,20.1,6.68,32.63
2016-09,47.89,22.3,27.5,32.7,18.4,4.03,29.3
2016-10,62.91,17.5,23,28.6,14,3.35,23.18
2016-11,62.55,12.7,17.5,22.4,9.8,2.11,14.56
2016-12,15.89,5.1,9.8,14.5,1.3,1.81,9.25
2017-01,68.2,5.5,10.5,15.6,2,1.64,10.84
2017-02,61.87,9.3,15,20.8,5.3,2.17,15.55
2017-03,35.15,12.4,17.9,23.4,8.8,2.48,16.82
2017-04,111.5,15.1,20.5,25.8,12.6,2.47,17.41
2017-05,34.11,17.9,23.3,28.7,13.6,3.68,23.59
2017-06,192.43,23,27.5,32,19.5,3.78,24.95
2017-07,72.01,25.1,30.1,35.2,20.8,5.72,32.63
2017-08,149.4,24.3,28.7,33.1,20.4,4.11,27.14
2017-09,13.95,21.2,26.7,32.3,16,4.8,31.15
2017-10,61.26,14.3,20.8,27.3,8.9,3.58,24.76
2017-11,28.73,11,16.2,21.4,7.7,2.18,14.38
2017-12,118.33,4.9,9.6,14.4,0.7,1.93,9.97
2018-01,14.03,0.6,6.3,11.9,-3.5,1.63,8.88
2018-02,216.76,4.2,9.5,14.8,4,0.76,7.59
2018-03,93.97,10.9,16.5,22.1,6.6,2.51,15.83
2018-04,14.81,9.9,16.5,23,6.7,2.68,17.63
2018-05,51.21,21.2,26.3,31.4,17.1,4.23,27.18
2018-06,9.44,25.2,30.3,35.5,19.6,6.56,35.75
2018-07,45.45,26.4,32.2,38,18.2,10.54,47.22
2018-08,72.4,25.2,30.1,35,18.5,7.79,35.8
2018-09,278.17,22.4,26.2,30,19.9,2.61,19.23
2018-10,350.95,15.6,19.7,23.7,13.8,1.75,13.78
2018-11,67.07,5.9,11.4,17,3.6,1.48,11.67
2018-12,153.43,5.4,9.6,13.9,2.7,1.55,8.14
2019-01,64.86,2.9,7.8,12.7,0.4,1.53,8.14
2019-02,31.98,6.3,10.5,14.8,4.5,0.95,8.19
2019-03,56.46,7.8,12.7,17.6,3,2.33,12.44
2019-04,241.59,13.2,18.6,24,10.5,2.63,17.26
2019-05,262.78,19.1,23.5,28,16.9,2.86,19.08
2019-06,150.55,22,27,32,19.1,4.15,25.34
2019-07,20.17,24.6,29.5,34.4,19.9,6.57,32.11
2019-08,29.21,26.2,31.3,36.3,20.9,7.51,38.01
2019-09,13.07,24.6,29.9,35.2,19.2,6.58,36.65
2019-10,144.96,13.7,19.6,25.5,10.8,2.98,21.42
2019-11,80.78,5.8,11.9,18.1,4.4,1.48,11.68
2019-12,37.51,5.3,10.9,16.5,2.9,1.66,11.13
2020-01,110.33,5.5,10.5,15.5,4.1,1.34,8.67
2020-02,98.11,4.7,9.8,15,2.6,1.58,9.62
2020-03,222.49,12.9,17.5,22.1,11.3,1.92,13.28
2020-04,44.88,12.4,18.2,23.9,10.3,2.54,18.25
2020-05,144.7,18.3,23.5,28.7,15.3,3.42,22.07
2020-06,140.01,23.1,28.2,33.3,17.7,6.49,32.12
2020-07,57.82,25.7,30.3,34.8,21.5,6.44,31.24
2020-08,115.4,24.9,30.6,36.2,18.6,7.98,40.57
2020-09,142.34,19.6,24.4,29.1,17.7,3.16,19.93
2020-10,42.69,13.6,19.3,25,10.6,3.42,19.9
2020-11,21.66,10.4,16.5,22.5,7.8,2.25,16.18
2020-12,43.97,3.6,9.9,16.2,1.2,1.54,12.19
