Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1950-12,0.94,-4.9,5.1,15.1,-6.4,1.04,13.14
1951-01,6.64,-5.4,3.7,12.8,-8.4,1.17,12.07
1951-02,18,-2.6,6.8,16.2,-4.2,1.09,15.17
1951-03,14.82,0.4,9.3,18.2,-5.3,2.21,16.85
1951-04,11.55,4.9,14.1,23.4,0.8,2.2,22.64
1951-05,102.41,12.2,20.4,28.6,8.2,2.63,29.3
1951-06,50.7,17.3,25.2,33.2,12.6,3.71,38.97
1951-07,54.04,20.6,28,35.5,14.6,7.18,41.38
1951-08,79.35,19.5,26.8,34.1,15.6,4.82,35.25
1951-09,30.19,14.4,22.6,30.9,11,3.08,31.85
1951-10,23.91,8.8,17.3,25.7,6.5,2.24,23.94
1951-11,7.27,-0.5,7.7,16,-2,1.06,13.16
1951-12,0,-2.2,6.2,14.6,-6,1.94,13.1
1952-01,22.19,-0.4,7.4,15.2,-3.2,1.59,12.98
1952-02,3.22,-1.1,7.8,16.7,-5.8,1.69,15.15
1952-03,1.53,0.4,9.2,18.1,-4.2,1.84,16.33
1952-04,64.72,6.7,14.7,22.7,2.7,2.29,20.17
1952-05,32.6,12.3,20.5,28.8,6.3,4.49,31.45
1952-06,31.93,19.5,27.3,35,14.5,5.27,39.84
1952-07,73,18.7,25.7,32.8,14.7,4.32,32.74
1952-08,27.23,20.3,28.1,35.9,15.4,5.68,40.94
1952-09,27.65,13.7,21.5,29.4,10.5,3.26,28.54
1952-10,0,5.3,15.2,25.2,1,3.18,24.8
1952-11,21.27,0.5,7.8,15.2,-1.9,1.49,13.55
1952-12,4.64,-3.3,5.1,13.4,-5.3,1.04,11.46
1953-01,8.99,-0.5,8.7,18,-5.4,2.08,16.98
1953-02,3.92,-2.6,6.3,15.2,-6.3,1.4,13.69
1953-03,21.61,4.6,13.3,22,-1.5,2.64,21.52
1953-04,16.5,5.9,15.1,24.2,-0.7,3.15,24.92
1953-05,24.43,11.3,20,28.7,3.5,5.33,33.41
1953-06,9.71,20.6,28.8,36.9,10.7,9.86,49.7
1953-07,52.72,19.7,27.1,34.6,15.2,4.87,38.36
1953-08,50.57,18.2,25.7,33.2,14.8,3.19,34.98
1953-09,7.06,13.1,22.7,32.4,6.8,4.55,38.35
1953-10,93.58,8.9,16.5,24.1,7.1,1.51,20.45
1953-11,3.37,1.9,9.8,17.6,1.2,0.64,13.37
1953-12,1.82,-3.6,4,11.5,-7.1,1.22,9.83
1954-01,0.25,-3.3,5.8,14.9,-5.7,1.1,13.47
1954-02,0,0.1,10,19.9,-5.8,2.37,19.22
1954-03,0.06,0.6,9.4,18.3,-6.7,2.71,18.38
1954-04,52.92,10,18.2,26.4,4.9,2.16,26.49
1954-05,109.6,10.8,17.9,24.9,9.1,1.47,19.81
1954-06,14.94,17.6,25.4,33.3,12.3,4.64,37.29
1954-07,7.73,19.8,27.8,35.9,13,7.14,43.95
1954-08,51.19,19.4,26.3,33.3,15.7,4.14,33.51
1954-09,0.39,15.4,23.7,32.1,9.8,5.29,34.72
1954-10,51.23,9.7,17.1,24.5,7.7,1.42,20.32
1954-11,0,1.7,10.6,19.6,-1.9,1.85,17
1954-12,12.9,-1.9,6.6,15,-6.2,1.89,13.31
1955-01,19.82,-2.1,4.4,10.9,-3.6,0.81,7.82
1955-02,0.53,-4.1,4.8,13.7,-7.6,1.35,12.5
1955-03,2.78,1.1,10.3,19.5,-5.7,2.6,19.94
1955-04,6.06,7.3,16.4,25.6,-2.9,4.76,28.74
1955-05,96.62,13.3,20.4,27.5,8.8,2.95,26.03
1955-06,54.26,16.4,24.4,32.5,11.5,3.34,36.99
1955-07,72.56,19.4,26,32.6,15.7,4.21,31.71
1955-08,11.86,18.2,25.7,33.3,14.7,3.89,34.29
1955-09,60.96,15.3,22.6,29.9,13.6,1.72,26.1
1955-10,101.98,8,16.3,24.6,6,1.51,20.53
1955-11,3.54,0.4,9.2,18,-4.4,2,17.04
1955-12,0,-1.7,7,15.6,-5.8,1.77,14.36
1956-01,0,-3.3,5.4,14.1,-6.3,1.34,12.29
1956-02,31.23,-3.6,4.2,11.9,-4.8,0.93,10.73
1956-03,0,1.6,11.5,21.5,-6.6,3.19,22.38
1956-04,5.83,6,15,24,-1.4,3.37,25.32
1956-05,54.16,14.2,22.6,31,8.6,4.04,33.92
1956-06,66.39,18.8,26.7,34.6,13.4,5.17,39.57
1956-07,28.89,19,26.8,34.5,13.6,5.87,39.41
1956-08,11.91,17.4,25.8,34.2,11.2,6.21,40.52
1956-09,3.88,14,23.4,32.7,8,5.15,38.05
1956-10,27.43,9.4,17.8,26.2,5.8,2.95,24.62
1956-11,0,-0.9,8.2,17.3,-5.2,1.59,15.58
1956-12,7.78,-1.2,7.2,15.6,-5.3,1.69,13.48
1957-01,3.89,-2.8,5,12.7,-4.2,1.05,10.51
1957-02,24.02,3.3,10.1,16.8,2.6,0.76,11.93
1957-03,22.02,2.4,10.2,18,-0.6,1.31,15.24
1957-04,78.54,6.1,13.6,21.2,3.6,1.18,18.09
1957-05,139.37,12,18.4,24.8,9.9,1.28,19.91
1957-06,116.81,16.8,23.8,30.7,13.9,2.63,30.3
1957-07,27.76,19.7,27.5,35.2,13.9,6.63,41.12
1957-08,32.31,18.8,26,33.3,15.3,3.64,33.83
1957-09,21.76,12.6,20.7,28.8,11.2,1.31,26.1
1957-10,98.61,8.3,14.7,21.1,7.2,1.11,15.75
1957-11,43.92,1.1,6.8,12.6,1,0.52,8.23
1957-12,1.42,-1.2,7.4,16,-4.5,1.4,13.63
1958-01,39.12,-3.5,3.2,9.8,-3.4,0.44,6.87
1958-02,11.97,-1.8,5,11.7,-1.8,0.37,8.35
1958-03,64.02,-0.2,5.6,11.4,0.4,0.22,6.94
1958-04,52.96,6.1,13.3,20.5,2.9,1.52,17.52
1958-05,74.07,12.9,20.5,28.2,10.6,2.02,26.5
1958-06,32.62,18.5,26.2,34,13.1,5.32,38.92
1958-07,62.74,19.5,27.2,34.9,15.7,3.97,39.41
1958-08,20.17,18.6,26.4,34.2,14.9,4,36.65
1958-09,70.78,15.7,22.3,28.9,14.9,1.53,23.84
1958-10,26.17,9.3,15.4,21.5,7.4,1.09,16.35
1958-11,15.67,2.2,10.3,18.5,0.2,1.17,15.18
1958-12,0.15,-3.6,5,13.7,-5.5,0.95,11.9
1959-01,0.95,-5.5,3.9,13.2,-6.5,0.84,11.91
1959-02,3.06,-1.4,6,13.4,-4,1.22,11.8
1959-03,0,0.3,10,19.6,-6.6,2.23,19.5
1959-04,28.81,6.7,14.9,23.1,1.3,2.87,23.77
1959-05,71.53,13.8,21.2,28.5,9.6,2.5,28.54
1959-06,137.78,17.6,24.8,32,14.6,2.68,31.7
1959-07,73.91,18.2,25,31.7,15.9,2.16,29.05
1959-08,15.89,18.7,26.2,33.7,15.8,3.35,34.16
1959-09,16.97,14.6,23,31.4,10.1,3.7,32.96
1959-10,55.87,6.8,14.7,22.6,5.3,1.46,18.87
1959-11,2.66,-1.2,7.2,15.6,-3.9,1.29,12.9
1959-12,44.72,-0.5,6.3,13.2,-2.5,1.1,9.55
1960-01,24.15,-3.6,3.4,10.3,-3.8,0.52,8.26
1960-02,23.26,-4.7,2.9,10.6,-5.7,0.78,9.24
1960-03,12.79,-0.5,7.6,15.7,-2.5,0.99,14.43
1960-04,7.59,7.8,17,26.1,2.4,2.55,26.88
1960-05,30.59,11.1,20.5,29.8,3.9,3.63,34.99
1960-06,95.08,17.9,26,34.1,13.4,4.04,39.48
1960-07,184.7,18.9,25.5,32,15.9,3.04,30.43
1960-08,10.82,18.6,25.8,32.9,15.7,3.71,32.54
1960-09,22.87,14.9,22.8,30.7,12.1,3.19,30.32
1960-10,143.46,9.6,17.1,24.6,8.5,1.36,20.47
1960-11,0,2.6,10.9,19.1,-0.4,1.4,16.55
1960-12,36.97,-2.6,2.8,8.3,-3.7,0.7,6.53
1961-01,20.98,-5.7,2.5,10.7,-6.3,0.75,9.02
1961-02,42.09,-1.7,5.9,13.4,-2.2,0.7,10.74
1961-03,35.51,2.4,10.5,18.6,-1.7,1.72,16.52
1961-04,3.82,6.4,15.7,24.9,-0.2,3.19,26.38
1961-05,37.6,12.5,21.1,29.7,7.2,3.63,30.45
1961-06,103.25,16.5,23.8,31,14.3,2.79,28.92
1961-07,109.92,17.7,24.4,31,15.6,2.6,27.68
1961-08,31.32,16.8,24.4,32,14.2,3.17,30.69
1961-09,20.31,13.5,21.3,29,11.8,2.62,25.65
1961-10,15.99,7.3,16.4,25.4,5.5,1.82,22.36
1961-11,44.01,1,7.2,13.4,0.7,0.63,9.23
1961-12,7.92,-2.8,4.6,12,-3.4,0.58,9.22
1962-01,9.67,-6.8,1.7,10.1,-6.9,0.63,8.46
1962-02,1.76,-0.6,9.4,19.3,-2.8,1.43,17.9
1962-03,3.06,0,8.7,17.4,-4.1,1.72,15.2
1962-04,28.55,7.7,15.9,24,4.6,1.83,21.08
1962-05,8.69,14.5,23.5,32.5,6.2,5.36,39.86
1962-06,76.4,16.6,23.9,31.3,13.5,2.78,30.77
1962-07,101.38,19.3,26.2,33.1,16.7,2.67,31.28
1962-08,30.89,17.8,26,34.3,13.6,4.14,38.03
1962-09,114.88,15.5,21.7,28,15.4,0.88,19.58
1962-10,62.14,9.9,17.3,24.8,8.7,1.21,20.08
1962-11,18.11,3.5,10.8,18.1,2.1,1.07,13.66
1962-12,17.56,-1,6.3,13.6,-1.9,0.73,9.66
1963-01,1.15,-8.7,1,10.7,-10.4,0.88,10.59
1963-02,17.18,-2.9,6.4,15.6,-4.3,1.03,13.8
1963-03,7.1,2.5,11.7,20.9,-3,2.09,19.32
1963-04,19.16,9.8,18.2,26.6,2.7,4.05,27.18
1963-05,104.01,13.8,21.5,29.2,10.3,2.44,28.45
1963-06,117.97,17.6,24.4,31.1,14.8,2.68,28.65
1963-07,32.84,20.1,27.3,34.5,15.2,5.8,37.48
1963-08,48.83,19,26.1,33.2,15.6,4.06,32.91
1963-09,24.79,15.6,22.8,30.1,14.4,1.57,25.61
1963-10,12.56,9.9,18.8,27.8,7.3,2.44,26.37
1963-11,34.39,2.2,10.7,19.1,1.3,0.94,14.91
1963-12,4.84,-4,3.1,10.1,-6.3,1.01,8.73
1964-01,12.06,-4.7,4.2,13,-9.2,1.6,11.97
1964-02,15.51,-4.9,3,11,-6.4,0.67,8.76
1964-03,11.73,0.3,9.7,19.2,-4.7,1.73,17.49
1964-04,1.29,7.1,16.5,25.8,-1.4,3.59,28.29
1964-05,40.85,13.6,21.8,29.9,6.7,4.31,32.41
1964-06,93.05,16.9,24.8,32.7,12.3,3.88,35.52
1964-07,15.5,20.2,27.8,35.3,13.7,7.47,41.49
1964-08,33.11,19.3,26.7,34.1,14.9,4.66,36.48
1964-09,56.89,15.3,21.5,27.7,13.8,2.47,22.1
1964-10,8.05,8.3,16.7,25,5.5,1.93,22.5
1964-11,20.53,3.3,10.5,17.6,1.8,0.98,13.81
1964-12,21.08,-1.7,5.7,13.1,-3.7,1.28,10.62
1965-01,2.57,-1.7,6.7,15.1,-2.5,0.68,12.58
1965-02,9.78,-3.7,4.5,12.8,-5.9,0.84,11.51
1965-03,4.49,-2.1,5.8,13.7,-4.9,1.13,12.24
1965-04,19.16,9.3,17.5,25.7,3.2,3.08,26.67
1965-05,47.32,14.2,21.3,28.4,9,3.54,29.02
1965-06,78.89,18,24.9,31.8,14.9,2.66,31.64
1965-07,20.26,20.2,27.5,34.8,14.2,5.62,40.56
1965-08,36.54,18.5,25.5,32.4,14.6,3.3,33.26
1965-09,92.17,15.1,22.5,29.8,12,2.64,29.41
1965-10,25.86,9,17,25,4.4,2.51,24.48
1965-11,0.24,5.7,13.8,21.8,0.9,2.23,20.68
1965-12,12.33,1,7.9,14.9,-0.9,0.95,11.91
1966-01,15.68,-5.8,1.2,8.3,-7.2,0.74,7.91
1966-02,4.31,-3.8,4.2,12.2,-6.2,0.93,10.98
1966-03,4.91,3.4,12.3,21.2,-4.8,2.85,21.98
1966-04,70.4,7.7,15.2,22.7,0.6,3.37,21.95
1966-05,23.39,12.8,20.2,27.5,6.5,4.05,28.54
1966-06,67.04,18.5,25.1,31.7,13,4.91,32.77
1966-07,18.13,22,28.8,35.7,14.7,7.68,43.36
1966-08,192.83,18.7,24.4,30.1,15.9,2.85,25.77
1966-09,57.02,15.7,21.6,27.6,14.6,1.27,20.89
1966-10,1.75,7,15.4,23.9,1.2,2.68,23.8
1966-11,2.27,4,12.7,21.4,0.8,1.56,19.84
1966-12,1.02,-5,3.8,12.6,-8,1.02,11.76
1967-01,0,-4.8,5,14.9,-9.2,1.21,14.36
1967-02,3.44,-3.1,5.8,14.8,-9.4,1.64,14.5
1967-03,36.04,4.3,13.4,22.6,-2.3,2.4,22.99
1967-04,21.86,10.6,18.1,25.5,3.8,3.79,25.56
1967-05,51.6,10.4,19.2,28,2.7,3.89,31.86
1967-06,99.95,17.9,24.4,30.9,13.6,3.6,30
1967-07,89.35,18.9,25.2,31.5,15.3,3.41,29.66
1967-08,14.3,17.4,24.3,31.2,13,3.76,32.22
1967-09,42.5,14,20.4,26.7,12.6,1.18,21.08
1967-10,8.93,7.7,16.4,25,3.1,2.28,25.16
1967-11,6.98,2.7,10,17.3,-1.2,1.59,14.56
1967-12,11.89,-3.8,3.2,10.1,-5.7,0.88,8.76
1968-01,35.6,-1.8,4.5,10.8,-2.3,0.54,8.47
1968-02,26.19,-2.9,4.3,11.5,-3.3,0.56,9.24
1968-03,59.35,2.6,9.5,16.3,1.2,0.84,12.28
1968-04,16.89,5.7,13.5,21.3,0.4,2.33,19.86
1968-05,57.93,11.4,19.1,26.8,7.5,2.32,25.94
1968-06,61.39,16.3,24,31.8,12.9,2.52,33.31
1968-07,73.27,18.1,24.6,31,15.1,2.67,28.76
1968-08,98.03,17.8,24.4,30.9,15.2,2.48,28.38
1968-09,20.13,12.1,20.1,28.1,9.5,1.62,26.68
1968-10,19.5,8.7,17,25.4,4.9,2,24.53
1968-11,55.54,1.9,8.6,15.3,-0.1,1.14,12.05
1968-12,9.7,-3.3,4.9,13,-6.5,1.1,11.68
1969-01,0,-1.5,6.8,15.1,-4.4,1.12,13.39
1969-02,29.12,-0.8,6.4,13.6,-4.6,1.33,11.77
1969-03,38.21,-1.8,5.2,12.2,-3.3,0.82,9.84
1969-04,37.19,8.4,16.3,24.2,4.7,2.1,22.65
1969-05,119.41,12.8,20,27.2,10.3,1.79,25.19
1969-06,47.49,17.1,24.6,32.2,10.6,4.86,36.82
1969-07,47.7,21.2,28.4,35.7,14.5,6.54,43.57
1969-08,56.72,19.5,26.8,34,14.6,4.64,38.06
1969-09,120.38,15.6,21.3,27,14.7,1.19,19.9
1969-10,151.57,7.7,13.8,19.8,6.8,0.93,13.95
1969-11,20.68,1.5,9.5,17.4,-1.2,1.22,14.85
1969-12,18.13,-1.3,6.7,14.6,-3.1,0.81,12.47
1970-01,0,-5.3,3,11.3,-6.9,0.68,10.52
1970-02,5.82,-1.5,7.1,15.8,-4.6,1.08,14.5
1970-03,59.18,0.3,7.7,15.1,-1.5,0.96,12.66
1970-04,12.37,6.3,14.7,23,-1.4,3.06,23.32
1970-05,35.06,11.5,20.2,28.9,5.7,3.14,32.07
1970-06,45.1,16.6,24.1,31.7,10.8,4.19,35.51
1970-07,4.15,19.6,27,34.3,12.9,6.19,40.55
1970-08,25.43,18.6,26.3,34,12.4,5.41,39.95
1970-09,63.33,15.5,21.8,28.1,11.8,2.94,25.36
1970-10,35.79,6.1,13.7,21.3,2.5,1.82,18.73
1970-11,0.86,0.5,9.1,17.7,-4,1.54,16.28
1970-12,1.42,-1.2,7.7,16.5,-5,1.36,14.97
1971-01,0,-3.8,5.3,14.4,-8,1.2,13.55
1971-02,13.53,-3.3,5.5,14.3,-6.2,1.09,13.05
1971-03,2.49,0.5,10.1,19.8,-6.4,2.06,19.88
1971-04,31,6.9,15.2,23.4,0.1,3.11,23.66
1971-05,62.05,11.5,20.1,28.6,3.4,4.5,32.2
1971-06,54.35,18.6,25.6,32.7,12.9,4.71,35.69
1971-07,29.87,19.3,26.5,33.6,13.2,5.72,38.54
1971-08,116.08,17.2,22.7,28.3,15.8,1.41,21.78
1971-09,140.84,14.6,20.9,27.2,12.6,1.69,22.6
1971-10,39.14,9.8,16.6,23.3,8.4,1.16,18.18
1971-11,13.44,2.9,10.5,18.1,1.1,1.04,14.82
1971-12,24.52,-0.4,6.3,13,-2.1,0.81,10.11
1972-01,2.12,-4.3,5,14.3,-7.8,1.11,13.71
1972-02,3.37,-2.3,7.3,17,-7.5,1.37,16.38
1972-03,3.53,3.9,13.4,23,-1.8,2.3,23.51
1972-04,5.65,9.3,18.2,27.1,0.7,3.92,30.21
1972-05,84.67,12.4,19.4,26.5,9.4,2.21,23.82
1972-06,96.28,17.8,24.8,31.9,13.3,3.65,32.83
1972-07,98.8,18.7,24.7,30.7,15.8,2.84,27.2
1972-08,120.78,17.7,23.6,29.5,15.9,1.78,24.75
1972-09,96.53,15.6,21.8,28,15.2,0.9,21.7
1972-10,56.99,8.6,15.7,22.7,8.6,0.36,17.18
1972-11,28.05,-0.4,5.8,11.9,-0.4,0.45,8.31
1972-12,7.4,-4.4,3.3,11,-5.3,0.67,9.51
1973-01,37.08,-4.6,1.5,7.5,-4.8,0.5,6.47
1973-02,35.8,-2.6,4.4,11.3,-2.1,0.43,8.43
1973-03,48.41,3.3,10.4,17.5,1,1.27,13.76
1973-04,39.58,4.7,12.3,20,1.9,1.42,16.66
1973-05,22.27,11.3,19.3,27.4,5.1,3.66,28.23
1973-06,14.78,16.4,24.4,32.4,8.7,5.56,37.88
1973-07,82,19,25.4,31.8,14.7,4.26,30.47
1973-08,26.51,17.9,25.3,32.8,12.8,4.68,35.26
1973-09,48.63,14.7,21.3,27.9,13.2,1.51,22.75
1973-10,25.24,9.4,17.7,26,7.4,1.55,23.53
1973-11,0.29,3.4,11.9,20.3,-1.2,1.89,18.45
1973-12,0,-3.5,5.8,15.2,-8,1.51,14.2
1974-01,3.92,-4.1,4.4,12.9,-6.9,1.38,12.46
1974-02,1.08,-3.1,7,17.2,-8.8,1.92,17.25
1974-03,27.74,5.2,14.2,23.2,-0.9,3.1,23.21
1974-04,18.78,8.4,16.8,25.1,-0.9,4.65,26.51
1974-05,36.61,15.2,23.1,31,6.9,5.67,36.69
1974-06,34.45,17.5,25.2,32.9,9.7,6.71,38.34
1974-07,30.09,19.9,27,34,13.3,6.66,37.93
1974-08,144.12,17.8,23.6,29.4,16.1,2.02,22.88
1974-09,169.16,12,17.7,23.4,11.8,0.87,15.07
1974-10,102.31,9.7,15.8,21.8,10.3,0.5,13.28
1974-11,20.58,2.4,9.2,16.1,2,0.75,11.19
1974-12,15.19,-2.3,4.6,11.5,-5,1.06,9.51
1975-01,12.04,-2.9,4.7,12.3,-4.5,0.82,10.6
1975-02,41.41,-2.6,4.7,12.1,-3,0.65,9.57
1975-03,2.1,0,9.1,18.2,-3.2,1.66,17.4
1975-04,17.83,5.8,14.6,23.4,1,2.33,23.97
1975-05,60.51,11.9,20,28.1,6.9,3.09,28.82
1975-06,55.22,17.5,25.4,33.3,12.6,4.09,38.35
1975-07,112.36,18.8,24.4,30.1,16.3,2.76,23.86
1975-08,48.66,18.3,25.2,32.1,15.5,3.55,30.24
1975-09,68.36,12.4,19.7,26.9,11.1,1.95,23.82
1975-10,2.2,7.2,16.6,25.9,3.9,2.22,25.99
1975-11,31.26,1.6,10.3,19,-1.5,1.59,17.14
1975-12,8.69,-2.2,6.2,14.5,-4.7,1.08,12.8
1976-01,0,-4.8,4.4,13.6,-7.7,1.28,12.66
1976-02,1.18,0.8,10.5,20.2,-5.8,2.54,20.41
1976-03,4.48,1.7,10.9,20,-5.7,2.7,20.16
1976-04,53.81,9.2,16.8,24.4,5.1,2.09,22.35
1976-05,27.37,10.7,18.6,26.5,6.6,2.43,26.22
1976-06,46.78,17.1,24.7,32.4,10.7,5.51,36.92
1976-07,131.9,18.2,23.8,29.4,16,2.6,22.62
1976-08,35.61,17.8,25.2,32.7,12.9,4.81,34.8
1976-09,85.47,14.8,20.9,27,13.7,1.78,19.85
1976-10,40.73,4.6,12.3,20,3,1.28,17.03
1976-11,14.21,-1.6,5.9,13.3,-1.7,0.72,11.01
1976-12,0,-4.1,4.7,13.4,-7.7,1.37,12.08
1977-01,8.18,-6.5,1.1,8.6,-8.6,1.16,8.01
1977-02,12.26,-0.9,7.6,16,-4.7,1.69,14.52
1977-03,19.55,1.8,10.6,19.3,-6,2.81,19.15
1977-04,76.79,8.2,15.3,22.3,4.7,2.13,18.27
1977-05,73.36,15.2,21.9,28.6,11.7,1.73,27.11
1977-06,59.44,18.6,26,33.5,13.6,4.76,36.91
1977-07,22.4,19.9,26.9,33.8,14.8,5.58,35.56
1977-08,99.49,19.9,26.6,33.4,16.5,3.93,32.62
1977-09,8.76,16.8,24.9,32.9,11.6,5.07,36.9
1977-10,25.23,9.8,17.4,25,6,2.73,22.59
1977-11,0.54,2.5,11.1,19.7,-2.9,2.61,18.43
1977-12,0.67,-1.5,7.1,15.7,-7.7,2.3,14.99
1978-01,10.96,-6.3,0.2,6.8,-6.9,0.7,6.46
1978-02,35.37,-4.5,1.1,6.7,-3.7,0.35,5.07
1978-03,5.63,1.7,10.5,19.4,-2.2,2.26,18.3
1978-04,6.19,8.9,18.4,27.8,0,4.6,32.31
1978-05,73.98,13.5,21.1,28.6,8.1,3.31,30.6
1978-06,85.46,18.6,25.7,32.9,13.5,5.71,36.99
1978-07,18.87,20.9,28.2,35.5,13.7,8.64,42.22
1978-08,18.35,18.6,25.5,32.4,14.8,4.18,32.64
1978-09,98.27,16.4,22.2,28,13.3,2.94,24.26
1978-10,23.83,9.3,16.5,23.7,6.9,2.21,19.64
1978-11,38.99,4.3,9.6,15,5.2,0.57,7.7
1978-12,2.65,-3.9,3.7,11.2,-6.4,1.23,10.27
1979-01,14.83,-6.4,-0.5,5.3,-6.5,0.5,5.35
1979-02,17.37,-3.5,4.9,13.3,-5.2,1.13,12.26
1979-03,39.65,3.4,10.7,18,-0.1,1.81,14.86
1979-04,21.24,8,16,24,3.2,2.61,22.91
1979-05,75.17,12.8,20,27.2,7.5,3.98,27.34
1979-06,126.62,17.3,24.1,31,12.8,4.26,32.54
1979-07,73.64,20.6,27.2,33.8,15.8,6,36.24
1979-08,84.94,18.3,24.8,31.2,15.7,3.78,27.65
1979-09,10.02,14.6,22.6,30.6,9.8,4.56,32.6
1979-10,15.92,8.6,18,27.4,2,4.48,30.72
1979-11,4.31,-0.3,7.2,14.6,-2.8,1.32,11.76
1979-12,29.41,-1.3,5.7,12.8,-4.2,1.39,10.48
1980-01,15.17,-2,4.7,11.4,-3.4,1.09,9.04
1980-02,14.05,-1.8,6.3,14.3,-3,1.02,12.62
1980-03,5,-0.2,9.2,18.7,-5.2,2.09,18.14
1980-04,25.51,5.3,14.4,23.5,-1.1,2.97,24.58
1980-05,81.95,13,20.1,27.2,8.3,2.88,26.99
1980-06,50.31,20.4,28,35.7,13.6,6.98,44.62
1980-07,8.37,21.4,29.1,36.8,12.3,10.89,47.59
1980-08,38.58,20.5,27.1,33.8,14.6,6.83,36.06
1980-09,126.59,17.1,22.9,28.8,14.4,3.46,24.04
1980-10,8.37,8.2,15.8,23.4,4.3,2.73,21.1
1980-11,44.05,0.8,7.8,14.8,-0.9,1.66,12.89
1980-12,15.82,-0.6,7.3,15.1,-0.8,0.84,11.62
1981-01,5.49,-2.1,5.4,13,-3.8,0.93,10.51
1981-02,21.12,-1.7,7.1,16,-4.1,1.06,14.23
1981-03,27.57,3.5,10.3,17.2,0.3,1.48,13.25
1981-04,50.34,10,17.2,24.4,5.7,1.81,21.34
1981-05,49.21,12.5,19.9,27.4,7.3,2.63,26.16
1981-06,40.56,18.5,26,33.5,12.8,4.09,38.84
1981-07,73.07,20.9,27.4,34,14,6.59,37.09
1981-08,102.45,18.7,24.6,30.5,14.9,3.51,25.79
1981-09,48.73,15.4,21.8,28.1,12.6,2.39,22.21
1981-10,114.13,9.9,16,22,8.7,0.91,14.35
1981-11,15.2,4,11.9,19.9,0.4,1.6,17.02
1981-12,4.86,-0.5,7.1,14.8,-3.9,1.3,12.38
1982-01,5.7,-3.8,4.1,12.1,-6.5,1.17,10.75
1982-02,9.95,-2.7,5,12.7,-4.9,1.39,12.07
1982-03,19.25,2.9,11.3,19.8,-2.6,2.38,18.91
1982-04,13.23,7.1,14.9,22.7,-1.2,3.56,22.76
1982-05,130.31,12.4,19.6,26.7,8.6,1.79,23.66
1982-06,105.54,16.4,23,29.6,13,2.13,24.57
1982-07,48.49,20,26.6,33.2,14.1,4.89,33.26
1982-08,2.02,19.9,26.8,33.7,13.6,5.91,34.78
1982-09,33.54,15.8,23.2,30.6,10.4,4.22,29.98
1982-10,6.95,7.6,15.7,23.8,2.4,2.52,21.43
1982-11,34,2.4,9.2,16,-3.3,2.04,13.73
1982-12,42.68,-2.1,4,10,-4.9,0.94,8.26
1983-01,59.26,-5.5,0.9,7.4,-5.3,0.37,5.23
1983-02,11.34,-1.1,5.7,12.4,-2.6,0.49,9.02
1983-03,3.91,1.9,10,18.2,-2.6,1.64,16.16
1983-04,22.78,4.2,12.4,20.5,-3.5,2.72,20.94
1983-05,41.39,10.5,19.2,27.9,3.4,3.05,29.12
1983-06,37.28,15.1,22.9,30.6,10,2.83,32.37
1983-07,25.92,19.5,27.1,34.6,12.1,6.24,39.64
1983-08,9.79,19.5,26.9,34.3,13,5.49,36.78
1983-09,12.26,15.2,23.4,31.6,9.9,3.99,32.39
1983-10,178.78,11,17.5,23.9,8.8,0.87,17.09
1983-11,17.92,4.5,11.1,17.7,1.6,1.12,12.41
1983-12,7.52,-6.6,-0.5,5.7,-9.1,0.7,6.67
1984-01,2.09,-4.4,2.8,10,-6.4,0.67,8.28
1984-02,5.14,-2.4,6.9,16.3,-8.7,1.85,15.15
1984-03,5.19,0.7,9.3,18,-3.9,1.43,15.92
1984-04,5.46,5.1,14,22.9,-2.7,2.79,22.75
1984-05,23.82,12.7,21.2,29.7,5.7,3.86,31.8
1984-06,107.52,18.6,24.9,31.2,13,3.64,29.03
1984-07,33.48,18.7,25.7,32.7,12.3,5.17,33.35
1984-08,93.61,18.9,25.3,31.8,13.6,4.43,29.75
1984-09,17.89,13.2,20.6,27.9,7.7,3.72,27.7
1984-10,54.84,8.2,14.6,20.9,5.8,1.3,15.19
1984-11,47.1,3.1,9.8,16.5,-1.4,1.58,13.47
1984-12,40.86,0.3,6.6,12.8,-1.1,0.62,8.32
1985-01,12.33,-4.8,2.4,9.5,-7.5,0.81,8.45
1985-02,12.92,-2.7,4.6,11.8,-5.4,0.74,9.93
1985-03,36.44,3.8,11.3,18.9,0.2,1.41,15.4
1985-04,18.67,8.6,16.9,25.2,1.9,2.76,24.88
1985-05,90.05,13.4,21.2,29,6.3,3.98,30.26
1985-06,166.02,17,23.8,30.6,11.7,3.84,29.23
1985-07,68.39,18.6,26.1,33.6,11.8,5.2,37.36
1985-08,19.95,19.7,27.2,34.7,12.9,5.71,39.39
1985-09,114.41,15.1,21.9,28.7,10.8,3.39,26.78
1985-10,110.85,9.6,15.8,21.9,7.6,1.13,14.5
1985-11,3.46,2.3,10.1,17.9,-0.4,1.1,13.96
1985-12,5.8,-4.6,3.3,11.2,-7.1,0.85,9.78
1986-01,0,-2.4,6.7,15.7,-8.6,1.95,14.58
1986-02,22.37,0.1,7.6,15,-3.4,1.41,14.23
1986-03,5.61,4.1,12.8,21.5,-2.1,2.38,20.36
1986-04,18.75,9.3,17.7,26,3.5,2.21,26.56
